,Children,Age,Income,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,TimelyResponse,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening
113,1,40,65064.31,Male,No,7.56618217,9,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),17.88002366,112.455141,1606.489936,3,3,3,3,3,3,3,4
114,0,67,12527.51,Male,Yes,10.40677369,14,2,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Mailed Check,13.12190056,174.96176599999998,1431.409396,5,4,4,3,3,5,3,4
115,0,56,35499.06,Female,No,7.146124361,13,3,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,No,Credit Card (automatic),23.34617699,162.452604,2253.85247,6,5,4,4,4,3,5,3
116,6,24,26282.4,Female,No,9.807530479,10,1,0,Yes,One year,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Mailed Check,6.311709177999999,137.48359399999998,1353.29384,5,5,4,3,3,3,3,3
117,2,79,51237.28,Female,No,10.61217014,12,3,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,12.58298231,275.133571,1701.457566,4,5,4,4,1,4,4,4
118,3,61,64222.21,Male,Yes,5.785085772,16,1,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,No,Yes,No,Electronic Check,7.120096362999999,127.44206899999999,1290.737183,4,3,4,5,3,5,4,4
119,0,38,11014.98,Male,Yes,9.062879297,11,2,0,Yes,Two Year,No,No,None,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,9.344886869,210.138,1403.270091,4,4,4,4,3,4,4,4
120,4,28,21172.49,Female,No,16.54443477,13,1,0,Yes,Two Year,No,No,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Credit Card (automatic),22.37815032,147.45641899999998,2603.903672,5,4,5,2,3,4,4,3
121,3,44,26130.78,Male,Yes,4.539566699,8,2,0,No,One year,Yes,Yes,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),4.799514433,242.65729100000001,1256.287854,4,4,2,3,3,4,5,5
122,1,65,36478.21,Male,No,7.251198724,14,2,0,Yes,Month-to-month,No,Yes,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Mailed Check,10.04672315,114.983787,980.9935923,2,2,3,4,3,3,4,4
123,3,35,54533.63,Female,No,8.943293567000001,15,2,1,No,Month-to-month,Yes,Yes,None,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),8.156552837000001,187.656013,1347.869205,4,4,4,3,4,3,3,4
124,2,31,37103.18,Female,No,12.57884215,9,3,1,No,Two Year,Yes,No,None,Yes,Yes,No,No,Yes,No,Yes,No,No,Credit Card (automatic),7.992791229,149.991327,1127.267848,2,2,3,5,5,1,2,2
125,2,34,74679.84,Male,No,11.64836306,11,0,1,Yes,Two Year,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,No,No,Bank Transfer(automatic),7.231032028,124.960655,1269.836202,4,3,3,3,4,5,4,4
126,2,68,95028.57,Male,Yes,6.076260652,13,0,0,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,4.6276720419999995,220.161527,1038.7453779999998,3,3,3,3,4,3,3,3
127,0,62,34281.1,Male,No,11.75681641,9,0,0,No,Two Year,No,No,DSL,No,Yes,No,Yes,Yes,Yes,No,No,No,Bank Transfer(automatic),10.05306287,172.48852,1531.155367,5,5,4,2,5,3,4,3
128,0,52,36240.81,Male,No,9.173739977,14,0,1,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,No,No,Electronic Check,4.171044392,120.004928,991.2441024,4,4,5,3,3,4,4,5
129,5,32,9515.64,Male,Yes,8.353693631,11,4,0,No,Month-to-month,No,No,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,4.5686826410000005,220.161527,1244.296865,2,1,2,4,3,5,3,1
130,0,47,125814.88,Female,Yes,10.74539526,10,0,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,No,Yes,Yes,Mailed Check,6.085030507000001,139.965008,1162.332926,3,3,4,2,4,4,3,2
131,8,66,12995.68,Female,No,11.36323648,12,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Yes,Mailed Check,2.730250735,159.951231,577.1157824000001,3,3,3,6,3,6,5,4
132,1,70,77531.43,Female,Yes,2.310584634,14,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),8.574901206,184.949594,1442.9748769999999,2,3,2,4,4,2,1,3
133,3,41,87354.99,Male,Yes,5.290318715,10,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,9.743201772,252.63780699999998,1577.208717,5,5,3,4,4,4,4,5
134,2,59,76567.85,Male,No,5.258274954,8,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),9.482919033,112.455141,886.9398743999999,4,5,4,4,4,4,5,4
135,1,46,30663.52,Male,No,7.157580014,12,0,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Electronic Check,8.447988841,179.97935800000002,1065.0644300000001,4,3,4,4,5,2,3,3
136,3,70,122957.19,Male,No,2.120350511,17,0,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),6.365998533,202.443347,951.886985,3,3,3,4,3,4,3,2
137,1,89,31600.92,Male,No,4.978546291000001,12,2,0,No,One year,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),7.251397592000001,197.472533,1404.435534,4,6,6,1,7,3,4,3
138,4,75,74638.78,Female,Yes,6.547676875,10,3,1,No,One year,No,No,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Mailed Check,14.64011644,255.155493,1925.9117219999998,3,3,4,4,3,4,2,5
139,0,26,32652.3,Female,Yes,7.410590719,9,0,1,Yes,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Electronic Check,11.71637124,174.976769,1805.0112980000001,5,4,5,4,4,4,4,4
140,4,25,63650.54,Female,No,11.39765385,8,1,1,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Electronic Check,4.13273503,169.992756,700.7343179,4,3,4,3,4,3,3,3
141,1,84,28622.6,Female,Yes,11.29945603,14,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),2.887429547,192.44043200000002,513.237305,4,5,3,4,4,2,4,2
142,3,69,50252.79,Male,No,11.30748265,15,0,2,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Bank Transfer(automatic),3.303030246,182.460772,717.3876564,4,4,4,5,2,4,4,4
143,3,31,19800.81,Male,No,10.31551212,11,2,1,No,One year,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,No,Credit Card (automatic),5.15825129,139.965008,1313.492851,5,5,5,4,2,3,4,3
144,10,76,35954.77,Male,Yes,13.71555406,14,1,0,No,Month-to-month,No,No,None,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,3.2375602339999996,137.461553,819.4195268999999,4,4,3,3,2,3,4,2
145,8,75,36342.31,Male,Yes,15.40917963,15,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Bank Transfer(automatic),2.7331092339999996,217.472533,882.1160656,5,4,4,4,3,5,5,3
146,1,74,48715.53,Nonbinary,Yes,11.9664542,17,1,0,No,Two Year,Yes,Yes,None,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,3.180102025,210.138,724.7803356000001,2,2,3,4,2,2,3,2
147,1,49,23204.98,Male,No,10.18046877,10,2,0,No,Two Year,No,No,DSL,No,No,No,No,No,Yes,No,No,Yes,Electronic Check,15.85983755,104.964303,1829.270014,5,4,5,2,4,5,4,3
148,1,47,35302.52,Male,Yes,14.01485542,16,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),11.73724209,262.610632,1668.1991189999999,2,3,2,4,4,3,2,2
149,4,20,54895.16,Female,Yes,14.62784306,17,2,0,No,Month-to-month,Yes,Yes,None,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Credit Card (automatic),7.006240694,152.488401,1124.353152,6,5,5,3,6,4,4,4
150,2,26,60398.06,Female,Yes,10.90517581,10,2,0,No,One year,No,No,DSL,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Credit Card (automatic),5.562130367000001,174.974431,1316.239744,3,3,3,3,3,3,5,3
151,2,72,8115.88,Female,No,8.894475174,8,0,1,No,One year,No,No,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),14.53027663,220.11851600000003,1637.201426,2,3,3,5,3,4,4,4
152,1,41,33858.66,Male,No,10.50187888,13,0,0,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,No,Mailed Check,5.905906389,162.452604,951.8524405999999,5,5,4,3,5,4,4,4
153,3,26,29950.47,Female,Yes,12.34250072,12,2,1,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Mailed Check,3.260462654,184.96103300000001,1248.097652,3,4,3,3,4,4,4,4
154,4,55,49421.69,Male,No,10.29380879,12,3,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Electronic Check,18.91276578,217.48397200000002,2220.255405,4,4,3,5,4,3,3,4
155,1,46,11061.05,Female,No,8.512650562000001,11,2,1,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,No,Mailed Check,14.25617986,220.11851600000003,1669.202417,3,4,4,4,2,5,3,4
156,0,87,15388.32,Female,Yes,7.82671592,13,1,2,Yes,One year,Yes,No,None,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),7.983887266,187.642236,990.0555075999999,4,4,3,3,4,4,4,2
157,1,39,20624.31,Male,No,6.985590245,9,2,1,Yes,Two Year,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Electronic Check,5.969967132000001,174.96176599999998,967.9819136,4,5,4,4,3,3,3,5
158,0,81,47877.81,Male,Yes,11.40449185,12,0,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,19.95277818,252.63780699999998,2190.259876,4,4,4,4,5,3,4,3
159,0,83,46154.17,Male,No,10.44249511,13,1,0,No,One year,Yes,No,None,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Credit Card (automatic),14.85781115,130.024412,1445.7527810000001,3,4,4,1,3,4,4,4
160,0,50,107111.8,Female,Yes,15.38627887,12,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,No,Credit Card (automatic),2.600063739,162.48269399999998,528.6553088000001,3,3,2,3,4,4,4,3
161,3,87,10403.59,Female,Yes,10.68024546,13,2,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),11.92299244,182.46760700000002,1296.481055,4,3,4,3,4,3,4,3
162,3,76,22412.6,Female,No,10.62439366,13,0,0,No,Two Year,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,Mailed Check,5.972864167000001,139.93491799999998,1195.3930369999998,2,3,4,4,3,3,1,3
163,6,25,19476.27,Female,Yes,10.91642397,13,1,0,Yes,Two Year,No,No,None,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Mailed Check,10.87555535,200.165175,1700.121992,2,2,3,2,5,4,4,3
164,3,34,96382.76,Male,Yes,8.580626195,14,0,0,No,Two Year,Yes,No,None,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Mailed Check,16.00330155,202.682861,2120.673828,2,2,3,4,1,4,4,4
165,1,46,28022.56,Female,No,8.996933306,11,0,1,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,No,Electronic Check,12.63074989,159.951231,1238.421347,4,5,5,2,3,5,4,5
166,1,73,35478.4,Female,No,7.602570192000001,7,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Yes,Mailed Check,8.494439199999999,149.948316,847.110799,4,3,2,3,5,2,4,2
167,8,57,10155.51,Female,Yes,9.217689334,12,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Yes,Electronic Check,8.044444101,149.959755,1112.9371019999999,5,6,4,4,3,5,5,4
168,3,58,87537.25,Male,No,9.591529443999999,14,0,1,No,Two Year,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,No,No,No,Electronic Check,12.07358377,137.469817,1623.045026,2,3,3,4,2,4,3,5
169,4,70,34112.1,Male,Yes,13.36027908,12,0,0,No,One year,Yes,No,None,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),10.21634248,187.656013,1479.7301810000001,4,2,3,4,4,3,4,4
170,0,53,32653.51,Male,Yes,4.372034777,7,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Mailed Check,15.50354683,164.98529299999998,2144.7350239999996,3,3,3,2,7,3,4,3
171,0,31,35321.46,Male,Yes,10.59285179,11,0,3,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Credit Card (automatic),13.88004531,159.965008,1522.2895119999998,2,3,3,5,4,3,2,3
172,0,38,49277.48,Female,No,12.81260566,10,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Electronic Check,19.48900163,172.462354,1974.7800539999998,4,4,4,5,2,4,4,3
173,0,26,37297.82,Female,Yes,3.7672989869999998,11,0,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Electronic Check,10.01771765,204.949594,1261.177198,2,2,4,4,4,5,4,4
174,2,44,14928.96,Male,No,17.56798903,14,2,0,No,One year,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,Electronic Check,7.34059599,147.47384399999999,939.7181324,3,4,4,2,4,3,2,3
175,3,66,24702.68,Female,Yes,11.2369761,11,3,2,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,No,Electronic Check,12.64742067,162.471255,1357.062854,4,4,3,4,4,4,5,4
176,1,58,87535.71,Male,No,8.54892416,15,0,1,No,Two Year,Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,No,No,Mailed Check,8.850426838999999,119.95683999999999,1456.887443,3,2,3,3,4,2,3,3
177,6,51,63166.87,Female,Yes,6.0941099020000005,11,2,0,No,One year,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Bank Transfer(automatic),3.701557118,207.609354,937.5863866000001,3,4,4,3,4,4,3,4
178,4,34,11856.81,Female,No,13.9077275,14,1,0,No,One year,No,No,None,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Mailed Check,2.976033785,194.999168,830.1193011,3,2,3,3,4,4,3,4
179,0,87,27326.79,Nonbinary,No,7.905333122,14,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),5.522376826,174.975543,737.8564607999999,3,4,2,3,4,4,4,4
180,1,67,12779.23,Female,Yes,12.53830949,9,2,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Mailed Check,15.64596698,240.11486800000003,1781.8548620000001,3,4,4,3,3,5,4,3
181,4,59,25519.91,Nonbinary,Yes,12.821941800000001,12,1,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Credit Card (automatic),23.00764441,240.11486800000003,2464.5774890000002,4,3,3,4,3,4,4,3
182,7,23,46871.21,Male,No,8.941553742,10,0,0,No,One year,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Mailed Check,17.24924155,139.98300600000002,2392.203409,5,4,5,5,1,6,5,5
183,0,42,77383.72,Male,Yes,10.51043963,12,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Credit Card (automatic),13.01107597,240.11486800000003,1664.19271,3,4,4,2,4,2,5,2
184,1,24,47395.3,Female,Yes,11.86384439,11,3,0,No,Two Year,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Bank Transfer(automatic),5.1040822089999995,209.993134,1433.616898,4,4,3,4,4,4,3,3
185,2,81,90977.74,Female,No,10.76051016,10,3,0,No,Two Year,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,No,Mailed Check,3.5214999239999996,147.45641899999998,823.4933242999999,4,4,2,2,4,3,3,4
186,8,78,135727.71,Male,No,11.05420024,14,0,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,No,Yes,No,No,No,Yes,Mailed Check,8.08137067,107.49576599999999,1468.3574210000002,3,3,3,3,5,2,4,3
187,1,51,47726.25,Female,Yes,8.174495258,8,5,0,No,Month-to-month,No,Yes,None,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Credit Card (automatic),1.875430489,152.50217800000001,590.7765801,1,3,2,3,4,3,3,3
188,1,70,51721.64,Female,No,10.05388383,12,2,0,No,One year,Yes,No,None,Yes,No,No,No,No,No,No,No,No,Bank Transfer(automatic),5.587484456,79.978861,418.62068849999997,4,3,1,2,5,3,4,3
189,0,87,41531.03,Female,No,7.045552801,13,2,0,No,Two Year,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Mailed Check,7.007695148,142.48269399999998,1181.9918460000001,5,4,3,4,4,4,3,4
190,0,46,33504.8,Female,No,8.957297136000001,14,1,0,No,One year,No,No,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),1.408375942,117.439154,733.4036934,4,4,5,4,5,4,4,3
191,8,56,34197.3,Female,Yes,15.74015572,14,2,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,11.64983735,220.132293,1719.173387,5,6,4,4,2,3,5,4
192,4,44,11518.58,Male,Yes,13.41209586,11,3,0,Yes,Two Year,No,No,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Electronic Check,2.964559883,152.45551899999998,1205.956363,2,2,1,5,3,4,4,3
193,0,33,31065.17,Female,No,14.89835355,9,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Electronic Check,10.25635754,174.96176599999998,1261.0327630000002,4,3,4,4,3,3,5,4
194,0,19,32097.17,Female,Yes,13.62135046,14,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),3.892407013,202.443347,741.7766988,3,3,3,2,3,1,3,2
195,1,31,23424.88,Male,Yes,14.95912113,12,2,1,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,No,Credit Card (automatic),3.2269967110000004,210.12704,932.6084358999999,4,4,4,2,4,4,4,3
196,1,34,35988.24,Female,No,11.741245,9,0,0,No,One year,No,Yes,None,Yes,No,Yes,Yes,No,No,No,Yes,No,Bank Transfer(automatic),15.87685513,139.97923899999998,1708.614019,5,5,5,6,2,5,6,5
197,4,43,35539.7,Male,No,7.765121655,11,0,1,No,Two Year,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,No,Mailed Check,5.874064017,139.965008,1363.5860300000002,5,5,3,4,4,3,2,5
198,1,82,27959.34,Male,No,7.130431692999999,5,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),3.7563592760000004,137.439154,472.10570189999993,2,2,3,5,3,1,2,3
199,6,36,52232.97,Female,No,8.359515606,13,1,0,No,Month-to-month,No,No,None,Yes,No,No,Yes,No,No,No,No,No,Credit Card (automatic),2.905283283,102.474625,558.2340556,2,2,1,5,4,3,4,3
200,1,48,18198.59,Male,Yes,9.42799205,17,3,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,1.474810061,252.63780699999998,815.194738,4,3,4,3,3,3,3,5
201,0,52,16851.94,Male,Yes,10.95510131,11,0,1,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,18.56165869,194.999168,2007.3036170000003,4,2,3,4,2,5,4,3
202,1,35,16440.05,Nonbinary,Yes,10.8621377,16,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),12.39088509,242.61063199999998,2088.48083,5,4,5,4,3,4,3,5
203,3,83,44223.58,Female,No,7.352533505,15,2,0,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,No,No,Yes,No,No,Electronic Check,14.17192333,127.458638,1430.761492,2,3,1,3,3,1,4,3
204,0,20,33343.73,Male,No,11.38860234,14,1,0,No,Two Year,No,Yes,None,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Electronic Check,3.86023041,129.976324,822.3008694,3,3,3,5,4,3,3,4
205,0,25,30664.56,Female,Yes,9.580144161,13,4,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,17.72593456,240.11486800000003,2059.2009980000003,2,3,3,4,3,4,5,4
206,0,88,31934.04,Male,No,10.79191234,18,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Bank Transfer(automatic),3.0430631669999997,174.975543,617.542543,4,3,3,3,3,4,3,5
207,1,54,26676.4,Female,No,9.982341124,8,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,5.827112819,169.944668,758.4775985,2,3,2,3,5,2,3,2
208,1,46,67211.95,Male,Yes,6.511921085,12,0,1,No,Month-to-month,Yes,Yes,None,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Electronic Check,4.648958177,162.511928,894.6733856000001,5,5,5,4,3,4,4,3
209,2,75,31136.77,Female,No,10.70500472,14,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,Electronic Check,11.96274778,119.95683999999999,1639.898269,4,4,4,4,2,5,5,4
210,5,66,40660.84,Male,No,11.58410296,11,0,1,No,Month-to-month,No,No,Fiber Optic,No,No,No,No,No,No,Yes,No,No,Bank Transfer(automatic),4.525864256,137.439154,710.7541633,4,3,4,3,5,4,3,3
211,0,51,10606.59,Female,No,8.01651453,12,1,1,Yes,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Credit Card (automatic),8.038308899,207.46728000000002,1092.226042,4,3,3,5,3,5,5,4
212,3,81,92447.71,Female,No,15.12148226,12,0,0,No,One year,No,No,DSL,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Bank Transfer(automatic),1.416592892,149.974105,757.0097075,4,4,4,3,3,3,3,3
213,0,75,13612.16,Male,No,12.63643487,18,0,0,No,Month-to-month,No,No,None,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,19.83504645,225.178625,2301.8507210000002,3,2,2,2,5,3,2,4
214,3,54,13765.39,Female,Yes,16.68178185,8,2,0,No,Month-to-month,Yes,No,DSL,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,15.85002222,232.63780699999998,2401.406545,5,4,5,5,2,4,4,3
215,2,73,53019.98,Male,No,11.08409914,10,2,1,No,Month-to-month,Yes,Yes,None,Yes,No,No,No,No,Yes,Yes,No,No,Credit Card (automatic),15.94935291,117.47203600000002,1535.788894,4,4,3,2,5,3,2,4
216,0,53,42523.02,Male,No,12.99948061,12,1,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,No,Yes,No,No,Yes,Electronic Check,11.94550648,137.469817,1536.589816,3,4,4,3,3,4,2,3
217,8,33,52143.7,Female,No,11.17949466,14,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,No,Electronic Check,16.03360405,220.132293,2153.778421,3,4,4,4,3,2,3,2
218,5,41,19097.94,Female,No,7.369412654,13,0,1,No,Two Year,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,No,No,Bank Transfer(automatic),21.29342532,124.960655,2409.195918,3,2,3,2,5,4,2,2
219,1,59,11301.4,Female,No,9.84688181,11,0,0,Yes,One year,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Bank Transfer(automatic),4.95598008,199.990219,1342.862457,4,5,4,4,3,4,3,4
220,3,23,17814.0,Female,Yes,18.19542503,14,0,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Bank Transfer(automatic),2.73951266,159.947583,1046.054674,1,2,2,4,4,3,3,4
221,1,32,22533.05,Female,Yes,13.53989069,13,1,1,No,One year,No,No,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Electronic Check,4.973046104,245.145743,1204.479468,3,3,3,3,3,2,3,2
222,3,51,19974.4,Female,Yes,5.458806701,10,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Credit Card (automatic),10.28430068,255.155493,1616.908193,3,3,2,3,4,2,2,2
223,1,46,45146.99,Female,No,12.077285400000001,11,1,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,No,No,Bank Transfer(automatic),2.581692044,134.950905,345.0099528,3,4,2,5,3,4,3,3
224,3,37,10330.1,Male,Yes,6.918984305,9,1,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,No,Credit Card (automatic),6.945736396,159.947583,1427.088655,4,5,4,4,3,3,4,4
225,0,53,15281.28,Male,No,14.84155042,8,3,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Bank Transfer(automatic),9.999416271,139.987503,1452.334634,4,4,4,4,4,3,3,4
226,1,62,11217.96,Male,Yes,12.66717474,15,2,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Bank Transfer(automatic),6.035737465,179.947583,795.4957357999999,2,3,2,4,4,2,4,2
227,1,57,17516.0,Female,No,11.43786808,13,0,1,No,Month-to-month,No,Yes,DSL,No,No,No,Yes,Yes,No,No,No,Yes,Credit Card (automatic),9.004964377,127.473844,1333.894229,5,6,4,4,5,5,5,4
